id,propositions,nl_sentence,dataset_tl
1910,"['reach_flag', 'venture_to_house']",whenever reach flag or whenever venture to house,F(reach_flag)|F(venture_to_house)
5047,"['contact_house', 'let_go_apple']",when possible contact house and never let go apple,F(contact_house)&G(~(let_go_apple))
3960,"['go_by_trash_can', 'grab_apple']",always go by trash can or at some time grab apple,G(go_by_trash_can)|F(grab_apple)
1948,"['spend_time_at_tree', 'drop_orange']",whenever spend time at tree and never drop orange,F(spend_time_at_tree)&G(~(drop_orange))
2133,"['track_towards_tree', 'migrate_to_tree']",whenever track towards tree and at some time migrate to tree,F(track_towards_tree)&F(migrate_to_tree)
3797,"['journey_to_house', 'let_go_apple']",whenever journey to house or never let go apple,F(journey_to_house)|G(~(let_go_apple))
1683,"['get_hold_of_orange', 'stand_by_tree']",at any time get hold of orange or when possible stand by tree,F(get_hold_of_orange)|F(stand_by_tree)
1393,"['venture_to_house', 'bring_pear']",at any time venture to house and when possible bring pear,F(venture_to_house)&F(bring_pear)
2089,"['pick_up_anything', 'be_near_tree']",don't pick up anything and at some time be near tree,~(F(pick_up_anything))&F(be_near_tree)
5535,"['take_to_tree', 'acquire_apple']",take to tree or acquire apple,take_to_tree|acquire_apple
1046,"['drop_apple', 'withhold_apple']",never drop apple or when possible withhold apple,G(~(drop_apple))|F(withhold_apple)
4584,"['travel_to_trash_can', 'move_past_trash_can']",whenever travel to trash can or when possible move past trash can,F(travel_to_trash_can)|F(move_past_trash_can)
1078,"['let_go_orange', 'grasp_pear']",never let go orange or at some time grasp pear,G(~(let_go_orange))|F(grasp_pear)
4308,"['tax_apple', 'proceed_to_house']",at some time tax apple can infer that when possible proceed to house,F(tax_apple)->F(proceed_to_house)
1949,"['bring_pear', 'go_by_waste_bin']",at any time bring pear or go by waste bin,F(bring_pear)|go_by_waste_bin
3278,"['scoop_up_apple', 'visit_waste_basket']",at any time scoop up apple or at any time visit waste basket,F(scoop_up_apple)|F(visit_waste_basket)
1032,"['venture_flag', 'get_to_flag']",whenever venture flag or at some time get to flag,F(venture_flag)|F(get_to_flag)
2278,"['drop_orange', 'drop_pear']",never drop orange until drop pear,G(~(drop_orange))Udrop_pear
3398,"['advance_to_house', 'get_close_flag']",when possible advance to house or at any time get close flag,F(advance_to_house)|F(get_close_flag)
5554,"['shift_to_flag', 'be_at_flag']",whenever shift to flag or when possible be at flag,F(shift_to_flag)|F(be_at_flag)
1109,"['drop_orange', 'grip_apple']",never drop orange and grip apple,G(~(drop_orange))&grip_apple
1894,"['get_to_tree', 'go_to_transh_can']",get to tree or at some time go to transh can,get_to_tree|F(go_to_transh_can)
2159,"['drop_orange', 'pick_up_pear']",never drop orange or pick up pear,G(~(drop_orange))|pick_up_pear
1159,"['reach_house', 'grab_flag']",reach house or at any time grab flag,reach_house|F(grab_flag)
1181,"['drop_orange', 'track_towards_tree']",never drop orange or at any time track towards tree,G(~(drop_orange))|F(track_towards_tree)
5247,"['go_home', 'arrive_at_tree']",whenever go home and when possible arrive at tree,F(go_home)&F(arrive_at_tree)
1946,"['present_at_flag', 'reach_flag']",whenever present at flag or at any time reach flag,F(present_at_flag)|F(reach_flag)
4424,"['pick_up_peach', 'take_apple']",at any time pick up peach or take apple,F(pick_up_peach)|take_apple
1534,"['spend_time_at_tree', 'move_near_tree']",whenever spend time at tree or whenever move near tree,F(spend_time_at_tree)|F(move_near_tree)
3587,"['take_to_trash_can', 'advance_to_house']",take to trash can and at any time advance to house,take_to_trash_can&F(advance_to_house)
1432,"['approach_trash_can', 'visit_trash_bin']",approach trash can or at any time visit trash bin,approach_trash_can|F(visit_trash_bin)
5702,"['journey_to_flag', 'capture_orange']",at some time journey to flag means that capture orange,F(journey_to_flag)->capture_orange
1337,"['put_in_bin', 'have_apple']",put in bin and always have apple,put_in_bin&G(have_apple)
1395,"['present_at_flag', 'secure_apple']",whenever present at flag and secure apple,F(present_at_flag)&secure_apple
1947,"['contact_house', 'obtain_pear']",when possible contact house and whenever obtain pear,F(contact_house)&F(obtain_pear)
1358,"['secure_apple', 'go_by_waste_basket']",secure apple or when possible go by waste basket,secure_apple|F(go_by_waste_basket)
2043,"['move_to_trashcan', 'go_to_apple_trashcan']",move to trashcan or repeatedly go to apple trashcan,move_to_trashcan|G(F(go_to_apple_trashcan))
1926,"['go_by_waste_basket', 'go_by_waste_basket']",whenever go by waste basket and whenever go by waste basket,F(go_by_waste_basket)&F(go_by_waste_basket)
1375,"['approach_trash_can', 'get_to_flag']","when approach trash can , at some time get to flag",approach_trash_can->F(get_to_flag)
5442,"['go_to_pear', 'move_to_house']",repeatedly go to pear or move to house,G(F(go_to_pear))|move_to_house
1013,"['hold_on_pear', 'get_to_flag']",always hold on pear means that at some time get to flag,G(hold_on_pear)->F(get_to_flag)
1378,"['grip_apple', 'advance_to_tree']",grip apple and advance to tree,grip_apple&advance_to_tree
4061,"['venture_house', 'approach_house']",at any time venture house until at some time approach house,F(venture_house)UF(approach_house)
5043,"['travel_to_house', 'gather_apple']",at any time travel to house or gather apple,F(travel_to_house)|gather_apple
2510,"['pick_up_anything', 'obtain_orange']",don't pick up anything and when possible obtain orange,~(F(pick_up_anything))&F(obtain_orange)
1069,"['drop_by', 'let_go_orange']",drop by and never let go orange,drop_by&G(~(let_go_orange))
4296,"['pass_by_waste_receptacle', 'journey_by_house']",at some time pass by waste receptacle or whenever journey by house,F(pass_by_waste_receptacle)|F(journey_by_house)
3628,"['obtain_apple', 'put_in_apple_bucket']",at some time obtain apple and put in apple bucket,F(obtain_apple)&put_in_apple_bucket
1189,"['touch_tree', 'stop_by_trash_can']",at some time touch tree or at some time stop by trash can,F(touch_tree)|F(stop_by_trash_can)
2283,"['go_to_apple_trashcan', 'visit_trash_bin']",repeatedly go to apple trashcan or whenever visit trash bin,G(F(go_to_apple_trashcan))|F(visit_trash_bin)
2205,"['advance_to_tree', 'track_towards_tree']",advance to tree and whenever track towards tree,advance_to_tree&F(track_towards_tree)
2234,"['travel_to_apple', 'make_way_waste_basket']",travel to apple or when possible make way waste basket,travel_to_apple|F(make_way_waste_basket)
5690,"['move_to_tree', 'gather_orange']",move to tree and gather orange,move_to_tree&gather_orange
1782,"['collect_apple', 'get_hold_apple']",at any time collect apple and at any time get hold apple,F(collect_apple)&F(get_hold_apple)
3327,"['go_to_tree', 'contact_house']",when possible go to tree and at any time contact house,F(go_to_tree)&F(contact_house)
5002,"['get_orange', 'put_in_bucket']",whenever get orange or put in bucket,F(get_orange)|put_in_bucket
2949,"['pick_up_anything', 'travel_to_tree']",don't pick up anything or travel to tree,~(F(pick_up_anything))|travel_to_tree
2273,"['get_orange', 'move_forward_trash_can']",at some time get orange or at some time move forward trash can,F(get_orange)|F(move_forward_trash_can)
5645,"['go_to_peach', 'gather_pear']",whenever go to peach until when possible gather pear,F(go_to_peach)UF(gather_pear)
1085,"['get_pear', 'arrive_at_tree']",when possible get pear or when possible arrive at tree,F(get_pear)|F(arrive_at_tree)
1362,"['present_at_flag', 'go_by_waste_bin']",at any time present at flag until go by waste bin,F(present_at_flag)Ugo_by_waste_bin
2106,"['got_to_house', 'move_near_tree']",whenever got to house and at some time move near tree,F(got_to_house)&F(move_near_tree)
1463,"['stop_by_house', 'make_way_waste_basket']",at some time stop by house or when possible make way waste basket,F(stop_by_house)|F(make_way_waste_basket)
2306,"['take_orange', 'reach_tree']",take orange and at some time reach tree,take_orange&F(reach_tree)
1710,"['visit_waste_basket', 'visit_tree']",whenever visit waste basket or visit tree,F(visit_waste_basket)|visit_tree
3370,"['reach_trash_can', 'withold_apple']",reach trash can or at some time withold apple,reach_trash_can|F(withold_apple)
5611,"['stop_by_flag', 'get_close_tree']",stop by flag or at some time get close tree,stop_by_flag|F(get_close_tree)
4519,"['arrive_at_tree', 'travel_to_trash_can']",at any time arrive at tree and whenever travel to trash can,F(arrive_at_tree)&F(travel_to_trash_can)
2183,"['go_visit_house', 'travel_to_trash_can']",when possible go visit house or whenever travel to trash can,F(go_visit_house)|F(travel_to_trash_can)
5412,"['take_apple', 'drop_pear']",take apple or never drop pear,take_apple|G(~(drop_pear))
2721,"['get_hold_of_pear', 'grasp_apple']",get hold of pear and whenever grasp apple,get_hold_of_pear&F(grasp_apple)
1540,"['venture_to_house', 'venture_to_house']",at some time venture to house or when possible venture to house,F(venture_to_house)|F(venture_to_house)
5240,"['go_near_pear', 'stop_by_flag']",at any time go near pear and stop by flag,F(go_near_pear)&stop_by_flag
1695,"['journey_by_house', 'stand_by_tree']",when possible journey by house or when possible stand by tree,F(journey_by_house)|F(stand_by_tree)
2124,"['make_way_waste_basket', 'hold_on_pear']",whenever make way waste basket or forever hold on pear,F(make_way_waste_basket)|G(hold_on_pear)
1365,"['secure_apple', 'go_by_waste_basket']",secure apple and when possible go by waste basket,secure_apple&F(go_by_waste_basket)
5544,"['get_hold_of_orange', 'get_to_cup']",whenever get hold of orange until when possible get to cup,F(get_hold_of_orange)UF(get_to_cup)
2520,"['go_to_trash_bin', 'get_hold_of_pear']",at some time go to trash bin or get hold of pear,F(go_to_trash_bin)|get_hold_of_pear
5528,"['touch_flag', 'go_by_flag']",always touch flag or at some time go by flag,G(touch_flag)|F(go_by_flag)
1338,"['lay_hold_of_apple', 'clutch_orange']",at any time lay hold of apple or when possible clutch orange,F(lay_hold_of_apple)|F(clutch_orange)
4564,"['obtain_pear', 'approach_house']",whenever obtain pear or when possible approach house,F(obtain_pear)|F(approach_house)
1875,"['getting_pear', 'seize_pear']",whenever getting pear or at some time seize pear,F(getting_pear)|F(seize_pear)
5830,"['getting_pear', 'make_contact_flag']",at any time getting pear or whenever make contact flag,F(getting_pear)|F(make_contact_flag)
2411,"['hold_pear', 'go_to_home']",hold pear or at some time go to home,hold_pear|F(go_to_home)
1045,"['snatch_up_pear', 'journey_by_flag']",snatch up pear and whenever journey by flag,snatch_up_pear&F(journey_by_flag)
3348,"['go_home', 'have_apple']",whenever go home or forever have apple,F(go_home)|G(have_apple)
2028,"['clutch_orange', 'journey_by_flag']",whenever clutch orange or whenever journey by flag,F(clutch_orange)|F(journey_by_flag)
5748,"['pass_by_house', 'stand_by_tree']",at some time pass by house or whenever stand by tree,F(pass_by_house)|F(stand_by_tree)
3508,"['have_apple', 'travel_by_tree']",forever have apple and when possible travel by tree,G(have_apple)&F(travel_by_tree)
3428,"['go_to_bucket', 'move_to_house']",go to bucket or move to house,go_to_bucket|move_to_house
3575,"['grab_apple', 'go_to_waste_basket']",at some time grab apple or repeatedly go to waste basket,F(grab_apple)|G(F(go_to_waste_basket))
3285,"['drop_apple', 'drop_orange']",never drop apple and never drop orange,G(~(drop_apple))&G(~(drop_orange))
3707,"['walk_near_flag', 'pass_by_waste_receptacle']",at any time walk near flag and at any time pass by waste receptacle,F(walk_near_flag)&F(pass_by_waste_receptacle)
1516,"['take_to_trashcan', 'advance_to_tree']",take to trashcan or advance to tree,take_to_trashcan|advance_to_tree
1094,"['migrate_to_tree', 'go_to_trashcan']",when possible migrate to tree or at some time go to trashcan,F(migrate_to_tree)|F(go_to_trashcan)
4951,"['travel_to_trash_can', 'venture_to_trash_can']","if at some time travel to trash can , venture to trash can",F(travel_to_trash_can)->venture_to_trash_can
5622,"['grab_pear', 'approach_house']",whenever grab pear and at some time approach house,F(grab_pear)&F(approach_house)
1258,"['make_contact_with_house', 'procure_pear']",at some time make contact with house or when possible procure pear,F(make_contact_with_house)|F(procure_pear)
1480,"['make_way_waste_basket', 'venture_flag']",at some time make way waste basket or at any time venture flag,F(make_way_waste_basket)|F(venture_flag)
5932,"['going_to_house', 'start_going_to_tree']",when possible going to house or at some time start going to tree,F(going_to_house)|F(start_going_to_tree)
1853,"['drop_apple', 'go_by_waste_bin']",never drop apple and go by waste bin,G(~(drop_apple))&go_by_waste_bin
1161,"['grab_flag', 'have_pear']",at any time grab flag or at any time have pear,F(grab_flag)|F(have_pear)
1106,"['go_by_waste_basket', 'withhold_apple']",whenever go by waste basket and when possible withhold apple,F(go_by_waste_basket)&F(withhold_apple)
1507,"['travel_by_tree', 'seize_apple']",at some time travel by tree or seize apple,F(travel_by_tree)|seize_apple
2843,"['venture_house', 'procure_pear']",whenever venture house and whenever procure pear,F(venture_house)&F(procure_pear)
1679,"['go_near_pear', 'start_going_to_tree']",at some time go near pear and at any time start going to tree,F(go_near_pear)&F(start_going_to_tree)
4624,"['go_to_bucket', 'take_apple']","if go to bucket , take apple",go_to_bucket->take_apple
1762,"['venture_towards_house', 'drop_apple']",venture towards house and never drop apple,venture_towards_house&G(~(drop_apple))
5181,"['collect_pear', 'reach_tree']",collect pear or at any time reach tree,collect_pear|F(reach_tree)
1711,"['take_to_trashcan', 'visit_trash_bin']",take to trashcan and at some time visit trash bin,take_to_trashcan&F(visit_trash_bin)
1815,"['got_to_house', 'snag_orange']",when possible got to house and at some time snag orange,F(got_to_house)&F(snag_orange)
1445,"['venture_to_waste_basket', 'snatch_pear']",at some time venture to waste basket and at some time snatch pear,F(venture_to_waste_basket)&F(snatch_pear)
5032,"['take_to_trash_can', 'drop_apple']",take to trash can means that never drop apple,take_to_trash_can->G(~(drop_apple))
2738,"['gather_apple', 'scoop_up_apple']",gather apple can infer that when possible scoop up apple,gather_apple->F(scoop_up_apple)
3774,"['gather_pear', 'make_contact_with_house']",at any time gather pear or at any time make contact with house,F(gather_pear)|F(make_contact_with_house)
4651,"['collect_orange', 'make_contact_with_house']",when possible collect orange or whenever make contact with house,F(collect_orange)|F(make_contact_with_house)
1159,"['get_hold_apple', 'move_to_trash_can']",at some time get hold apple and move to trash can,F(get_hold_apple)&move_to_trash_can
2497,"['drop_orange', 'advance_to_tree']",never drop orange or advance to tree,G(~(drop_orange))|advance_to_tree
1236,"['reach_flag', 'go_by_waste_bin']",whenever reach flag or go by waste bin,F(reach_flag)|go_by_waste_bin
2328,"['travel_to_apple', 'grab_hold_pear']",travel to apple or grab hold pear,travel_to_apple|grab_hold_pear
2096,"['obtain_apple', 'arrive_at_tree']","if at some time obtain apple , at some time arrive at tree",F(obtain_apple)->F(arrive_at_tree)
4579,"['collect_pear', 'scoop_up_pear']",collect pear and whenever scoop up pear,collect_pear&F(scoop_up_pear)
1720,"['go_by_waste_bin', 'go_by_waste_basket']",go by waste bin and when possible go by waste basket,go_by_waste_bin&F(go_by_waste_basket)
4754,"['go_by_flag', 'pass_by_trash_bin']",when possible go by flag can infer that when possible pass by trash bin,F(go_by_flag)->F(pass_by_trash_bin)
5576,"['go_to_flag', 'make_contact_with_house']",whenever go to flag and when possible make contact with house,F(go_to_flag)&F(make_contact_with_house)
3528,"['move', 'contact_flag']",always move or when possible contact flag,G(move)|F(contact_flag)
1143,"['present_at_flag', 'present_at_flag']",whenever present at flag and when possible present at flag,F(present_at_flag)&F(present_at_flag)
4643,"['pass_by_trash_bin', 'move_to_house']",when possible pass by trash bin or move to house,F(pass_by_trash_bin)|move_to_house
4271,"['visit_tree', 'haul_pear']",visit tree or at any time haul pear,visit_tree|F(haul_pear)
2253,"['journey_by_flag', 'clutch_orange']",whenever journey by flag or at any time clutch orange,F(journey_by_flag)|F(clutch_orange)
4540,"['take_pear', 'be_near_tree']",take pear and at some time be near tree,take_pear&F(be_near_tree)
4744,"['drop_orange', 'put_in_bin']",never drop orange until put in bin,G(~(drop_orange))Uput_in_bin
5678,"['walk_near_flag', 'pass_by_house']",at some time walk near flag and at some time pass by house,F(walk_near_flag)&F(pass_by_house)
2461,"['venture_flag', 'withdraw_pear']",when possible venture flag or at any time withdraw pear,F(venture_flag)|F(withdraw_pear)
1408,"['keep_apple', 'journey_by_flag']",keep apple and at some time journey by flag,keep_apple&F(journey_by_flag)
3796,"['start_going_to_tree', 'proceed_to_house']",when possible start going to tree until whenever proceed to house,F(start_going_to_tree)UF(proceed_to_house)
1279,"['let_go_pear', 'let_go_pear']",don't let go pear or don't let go pear,~(let_go_pear)|~(let_go_pear)
1221,"['have_pear', 'take_to_trashcan']",at any time have pear and take to trashcan,F(have_pear)&take_to_trashcan
2547,"['contact_flag', 'hold_pear']",at some time contact flag until hold pear,F(contact_flag)Uhold_pear
3783,"['gather_pear', 'collect_pear']",when possible gather pear or collect pear,F(gather_pear)|collect_pear
5907,"['tax_apple', 'go_to_apple']",whenever tax apple or when possible go to apple,F(tax_apple)|F(go_to_apple)
1431,"['approach_trash_can', 'drop_pear']",approach trash can until drop pear,approach_trash_canUdrop_pear
1873,"['gather_orange', 'approach_tree']","when gather orange , approach tree",gather_orange->approach_tree
2202,"['go_to_peach', 'approach_tree']",at some time go to peach or approach tree,F(go_to_peach)|approach_tree
5217,"['drop_pear', 'go_to_pear']",never drop pear and repeatedly go to pear,G(~(drop_pear))&G(F(go_to_pear))
1191,"['acquire_pear', 'go_near_pear']",when possible acquire pear and whenever go near pear,F(acquire_pear)&F(go_near_pear)
3495,"['shift_to_flag', 'make_your_way_flag']",at any time shift to flag or at any time make your way flag,F(shift_to_flag)|F(make_your_way_flag)
1616,"['touch_house', 'pass_by_waste_receptacle']",at any time touch house and whenever pass by waste receptacle,F(touch_house)&F(pass_by_waste_receptacle)
5988,"['touch_flag', 'haul_pear']",forever touch flag and whenever haul pear,G(touch_flag)&F(haul_pear)
2593,"['hold_onto_orange', 'make_your_way_flag']",always hold onto orange or when possible make your way flag,G(hold_onto_orange)|F(make_your_way_flag)
2092,"['collect_orange', 'touch_tree']","if at any time collect orange , when possible touch tree",F(collect_orange)->F(touch_tree)
5805,"['collect_apple', 'seize_apple']",at any time collect apple and seize apple,F(collect_apple)&seize_apple
4980,"['move', 'pass_by_waste_receptacle']",forever move or at any time pass by waste receptacle,G(move)|F(pass_by_waste_receptacle)
2098,"['get_orange', 'show_yourself_near_house']",when possible get orange or when possible show yourself near house,F(get_orange)|F(show_yourself_near_house)
5914,"['venture_house', 'touch_flag']",when possible venture house can infer that forever touch flag,F(venture_house)->G(touch_flag)
1068,"['visit_house', 'move_towards_trash_can']",at any time visit house or move towards trash can,F(visit_house)|move_towards_trash_can
1991,"['let_go', 'go_by_flag']",never let go or at some time go by flag,G(~(let_go))|F(go_by_flag)
1063,"['move_to_trashcan', 'lay_hold_of_apple']",move to trashcan or when possible lay hold of apple,move_to_trashcan|F(lay_hold_of_apple)
1159,"['go_by_waste_bin', 'reach_flag']",go by waste bin or at any time reach flag,go_by_waste_bin|F(reach_flag)
2334,"['make_to_flag', 'track_towards_tree']",when possible make to flag and whenever track towards tree,F(make_to_flag)&F(track_towards_tree)
1017,"['venture_to_house', 'go_by_waste_basket']",at some time venture to house or at any time go by waste basket,F(venture_to_house)|F(go_by_waste_basket)
2700,"['touch_tree', 'journey_to_tree']",at some time touch tree or whenever journey to tree,F(touch_tree)|F(journey_to_tree)
1803,"['take_to_trashcan', 'have_in_orange']",take to trashcan or forever have in orange,take_to_trashcan|G(have_in_orange)
2859,"['go_to_apple', 'go_to_pear']",whenever go to apple or repeatedly go to pear,F(go_to_apple)|G(F(go_to_pear))
1052,"['get_near_flag', 'grip_apple']",when possible get near flag or grip apple,F(get_near_flag)|grip_apple
2904,"['go_to_home', 'acquire_pear']",at any time go to home or when possible acquire pear,F(go_to_home)|F(acquire_pear)
4222,"['grab_pear', 'visit_house']",whenever grab pear and at some time visit house,F(grab_pear)&F(visit_house)
5337,"['grab_orange', 'go_to_waste_basket']",whenever grab orange or repeatedly go to waste basket,F(grab_orange)|G(F(go_to_waste_basket))
1352,"['collect_apple', 'let_go_apple']",at any time collect apple or never let go apple,F(collect_apple)|G(~(let_go_apple))
5580,"['go_by_trash_can', 'come_home']",forever go by trash can and when possible come home,G(go_by_trash_can)&F(come_home)
1535,"['take_to_trashcan', 'hold_on_pear']",take to trashcan or always hold on pear,take_to_trashcan|G(hold_on_pear)
3110,"['haul_pear', 'get_pear']",whenever haul pear or at any time get pear,F(haul_pear)|F(get_pear)
1933,"['approach_flag', 'proceed_to_house']",at any time approach flag or whenever proceed to house,F(approach_flag)|F(proceed_to_house)
1976,"['bring_pear', 'bring_pear']",at any time bring pear can infer that at some time bring pear,F(bring_pear)->F(bring_pear)
4101,"['hold_pear', 'set_out_to_house']",hold pear and whenever set out to house,hold_pear&F(set_out_to_house)
2002,"['clutch_orange', 'go_near_house']",at some time clutch orange and at some time go near house,F(clutch_orange)&F(go_near_house)
1775,"['drop_orange', 'lay_hold_of_apple']",never drop orange or whenever lay hold of apple,G(~(drop_orange))|F(lay_hold_of_apple)
2206,"['go_by_tree', 'drop_orange']",when possible go by tree or never drop orange,F(go_by_tree)|G(~(drop_orange))
1654,"['make_your_way_flag', 'make_way_to_house']",at some time make your way flag and repeatedly make way to house,F(make_your_way_flag)&G(F(make_way_to_house))
2634,"['make_contact_flag', 'go_to_trash_bin']",at some time make contact flag and when possible go to trash bin,F(make_contact_flag)&F(go_to_trash_bin)
4337,"['procure_pear', 'collect_orange']",at some time procure pear and at some time collect orange,F(procure_pear)&F(collect_orange)
1251,"['let_go_orange', 'make_contact_with_house']",never let go orange or at any time make contact with house,G(~(let_go_orange))|F(make_contact_with_house)
1679,"['go_by_waste_bin', 'venture_towards_house']",go by waste bin or venture towards house,go_by_waste_bin|venture_towards_house
5332,"['collect_orange', 'make_contact_with_house']",when possible collect orange until at some time make contact with house,F(collect_orange)UF(make_contact_with_house)
1551,"['let_go_pear', 'venture_flag']",do not let go pear or at any time venture flag,~(let_go_pear)|F(venture_flag)
1014,"['venture_towards_house', 'venture_to_house']",venture towards house or at any time venture to house,venture_towards_house|F(venture_to_house)
1297,"['drop_apple', 'procure_pear']",never drop apple and at any time procure pear,G(~(drop_apple))&F(procure_pear)
2003,"['pick_up_orange', 'grab_orange']",pick up orange or at some time grab orange,pick_up_orange|F(grab_orange)
2803,"['travel_house', 'hold_pear']",whenever travel house or hold pear,F(travel_house)|hold_pear
1303,"['secure_apple', 'go_by_waste_bin']",secure apple or go by waste bin,secure_apple|go_by_waste_bin
1873,"['go_by_waste_basket', 'bring_pear']","if at some time go by waste basket , at any time bring pear",F(go_by_waste_basket)->F(bring_pear)
1452,"['take_pear', 'go_to_pear']","when take pear , repeatedly go to pear",take_pear->G(F(go_to_pear))
5935,"['obtain_pear', 'come_home']",whenever obtain pear until at some time come home,F(obtain_pear)UF(come_home)
2107,"['journey_by_flag', 'go_to_trashcan']",when possible journey by flag or whenever go to trashcan,F(journey_by_flag)|F(go_to_trashcan)
3716,"['go_to_apple', 'go_to_apple']",whenever go to apple or when possible go to apple,F(go_to_apple)|F(go_to_apple)
5131,"['touch_flag', 'touch_house']",forever touch flag or at any time touch house,G(touch_flag)|F(touch_house)
1862,"['take_orange', 'let_go_apple']",take orange or at any time let go apple,take_orange|F(let_go_apple)
1556,"['spend_time_at_tree', 'drop_orange']",at any time spend time at tree and never drop orange,F(spend_time_at_tree)&G(~(drop_orange))
1829,"['venture_towards_house', 'bring_pear']",venture towards house and at some time bring pear,venture_towards_house&F(bring_pear)
1404,"['travel_to_house', 'travel_house']",at any time travel to house and when possible travel house,F(travel_to_house)&F(travel_house)
5732,"['going_to_house', 'move_towards_trash_can']",at any time going to house or move towards trash can,F(going_to_house)|move_towards_trash_can
3644,"['capture_pear', 'pick_up_anything']",when possible capture pear or don't pick up anything,F(capture_pear)|~(F(pick_up_anything))
4796,"['go_to_flag', 'proceed_to_flag']",at any time go to flag or at any time proceed to flag,F(go_to_flag)|F(proceed_to_flag)
1194,"['grab_hold_pear', 'snatch_up_pear']",grab hold pear until snatch up pear,grab_hold_pearUsnatch_up_pear
5059,"['visit_flag', 'touch_house']",when possible visit flag or at some time touch house,F(visit_flag)|F(touch_house)
1703,"['drop_orange', 'track_towards_tree']",never drop orange or at any time track towards tree,G(~(drop_orange))|F(track_towards_tree)
2372,"['take_to_trashcan', 'snatch_up_pear']",take to trashcan or snatch up pear,take_to_trashcan|snatch_up_pear
3168,"['hold_pear', 'make_your_way_flag']",hold pear and at some time make your way flag,hold_pear&F(make_your_way_flag)
1887,"['reach_tree', 'go_home']",whenever reach tree and at some time go home,F(reach_tree)&F(go_home)
5977,"['get_hold_apple', 'go_near_flag']",at any time get hold apple and when possible go near flag,F(get_hold_apple)&F(go_near_flag)
1797,"['present_at_flag', 'present_at_flag']",at any time present at flag or when possible present at flag,F(present_at_flag)|F(present_at_flag)
1177,"['bring_pear', 'bring_pear']",at some time bring pear and whenever bring pear,F(bring_pear)&F(bring_pear)
2565,"['go_by_trash_can', 'capture_pear']",always go by trash can and when possible capture pear,G(go_by_trash_can)&F(capture_pear)
5647,"['hold_onto_orange', 'get_hold_of_orange']",always hold onto orange or at any time get hold of orange,G(hold_onto_orange)|F(get_hold_of_orange)
4417,"['take_pear', 'hold_apple']",take pear and hold apple,take_pear&hold_apple
5284,"['go_to_flag', 'stop_by_flag']",when possible go to flag or stop by flag,F(go_to_flag)|stop_by_flag
4394,"['take_possession_of_bear', 'pick_up_anything']",when possible take possession of bear can infer that don't pick up anything,F(take_possession_of_bear)->~(F(pick_up_anything))
5746,"['walk_to_flag', 'walk_to_flag']","if whenever walk to flag , whenever walk to flag",F(walk_to_flag)->F(walk_to_flag)
2381,"['let_go_pear', 'withdraw_pear']",do not let go pear or at any time withdraw pear,~(let_go_pear)|F(withdraw_pear)
1806,"['withdraw_pear', 'lay_hold_of_apple']",at some time withdraw pear and at any time lay hold of apple,F(withdraw_pear)&F(lay_hold_of_apple)
2677,"['take_possession_of_bear', 'put_in_bucket']",whenever take possession of bear until put in bucket,F(take_possession_of_bear)Uput_in_bucket
2623,"['approach_tree', 'travel_to_flag']",approach tree or whenever travel to flag,approach_tree|F(travel_to_flag)
2633,"['get_close_tree', 'go_by_house']",at any time get close tree and at any time go by house,F(get_close_tree)&F(go_by_house)
1263,"['reach_tree', 'hold_on_to_pear']",at any time reach tree until hold on to pear,F(reach_tree)Uhold_on_to_pear
1647,"['travel_to_apple', 'snatch_up_pear']",travel to apple and snatch up pear,travel_to_apple&snatch_up_pear
2819,"['venture_to_waste_basket', 'venture_house']",when possible venture to waste basket or at any time venture house,F(venture_to_waste_basket)|F(venture_house)
3893,"['be_at_flag', 'acquire_orange']",at some time be at flag or acquire orange,F(be_at_flag)|acquire_orange
1442,"['steal_apple', 'capture_pear']",at some time steal apple and when possible capture pear,F(steal_apple)&F(capture_pear)
4453,"['travel_house', 'get_hold_of_orange']",whenever travel house or when possible get hold of orange,F(travel_house)|F(get_hold_of_orange)
1248,"['go_visit_flag', 'journey_by_house']",go visit flag or when possible journey by house,go_visit_flag|F(journey_by_house)
1214,"['moving', 'grab_hold_pear']",forever moving and grab hold pear,G(moving)&grab_hold_pear
4765,"['obtain_orange', 'go_visit_house']",when possible obtain orange until when possible go visit house,F(obtain_orange)UF(go_visit_house)
1882,"['got_to_house', 'drop_orange']",at some time got to house or never drop orange,F(got_to_house)|G(~(drop_orange))
4303,"['stop_by_trash_can', 'put_in_apple_bucket']",at any time stop by trash can and put in apple bucket,F(stop_by_trash_can)&put_in_apple_bucket
4479,"['tax_apple', 'collect_pear']",at some time tax apple and collect pear,F(tax_apple)&collect_pear
1286,"['seize_apple', 'seize_apple']",seize apple or seize apple,seize_apple|seize_apple
1371,"['present_at_flag', 'bring_pear']",at any time present at flag and at some time bring pear,F(present_at_flag)&F(bring_pear)
2047,"['make_your_way_flag', 'take_apple']",when possible make your way flag or take apple,F(make_your_way_flag)|take_apple
1306,"['go_by_waste_bin', 'venture_towards_house']",go by waste bin or venture towards house,go_by_waste_bin|venture_towards_house
2339,"['clutch_orange', 'grab_flag']",whenever clutch orange and whenever grab flag,F(clutch_orange)&F(grab_flag)
1665,"['get_near_flag', 'venture_flag']",at some time get near flag or whenever venture flag,F(get_near_flag)|F(venture_flag)
1209,"['go_to_apple_trashcan', 'make_to_flag']",repeatedly go to apple trashcan until at any time make to flag,G(F(go_to_apple_trashcan))UF(make_to_flag)
